LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.7 on Thu Dec 26 20:32:42 +0330 2019
 500 atoms
 2 bonds
 0 angles
 0 dihedrals
 0 impropers
 2 atom types
 1 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.500000 0.500000  xlo xhi
 -0.500000 0.500000  ylo yhi
 -0.500000 0.500000  zlo zhi

# Pair Coeffs
#
# 1  AL
# 2  O

# Bond Coeffs
#
# 1  

 Masses

 1 26.981539 # AL
 2 15.999400 # O

 Atoms # full

318 3 2 0.000000 114.110001 5.309000 35.494999 # O HOH
319 4 2 0.000000 114.078003 5.250000 23.146000 # O HOH
320 5 2 0.000000 101.795998 0.196000 30.091999 # O HOH
321 1 1 0.000000 24.389000 2.330000 30.233999 # AL UNL
322 2 1 0.000000 26.823000 7.250000 29.648001 # AL UNL
323 3 2 0.000000 28.165001 1.085000 25.804001 # O HOH
324 4 2 0.000000 19.853001 2.122000 34.877998 # O HOH
325 5 2 0.000000 27.827000 14.330000 31.409000 # O HOH
326 1 1 0.000000 52.853001 10.177000 19.796000 # AL UNL
327 2 1 0.000000 50.551998 10.143000 14.779000 # AL UNL
328 3 2 0.000000 49.205002 14.852000 20.311001 # O HOH
329 4 2 0.000000 57.220001 5.468000 20.771000 # O HOH
330 5 2 0.000000 49.645000 7.442000 7.988000 # O HOH
331 1 1 0.000000 49.771999 9.286000 42.581001 # AL UNL
332 2 1 0.000000 51.221001 4.811000 39.689999 # AL UNL
333 3 2 0.000000 52.867001 6.344000 46.728001 # O HOH
334 4 2 0.000000 46.216999 13.586000 39.255001 # O HOH
335 5 2 0.000000 51.337002 0.689000 33.589001 # O HOH
336 1 1 0.000000 55.617001 1.174000 31.034000 # AL UNL
337 2 1 0.000000 59.021000 4.819000 28.667999 # AL UNL
338 3 2 0.000000 54.473000 0.070000 25.297001 # O HOH
339 4 2 0.000000 55.757999 1.202000 37.528000 # O HOH
340 5 2 0.000000 64.080002 10.166000 28.865999 # O HOH
341 1 1 0.000000 74.418999 6.337000 60.582001 # AL UNL
342 2 1 0.000000 78.430000 7.638000 64.143997 # AL UNL
343 3 2 0.000000 71.401001 9.912000 64.262001 # O HOH
344 4 2 0.000000 76.269997 2.341000 55.806999 # O HOH
345 5 2 0.000000 85.341003 7.290000 66.665001 # O HOH
346 1 1 0.000000 72.475998 8.846000 86.924004 # AL UNL
347 2 1 0.000000 67.907997 6.844000 84.556999 # AL UNL
348 3 2 0.000000 69.087997 8.043000 91.751999 # O HOH
349 4 2 0.000000 77.254997 10.253000 82.754997 # O HOH
350 5 2 0.000000 63.918999 4.708000 78.747002 # O HOH
351 1 1 0.000000 13.020000 7.055000 72.866997 # AL UNL
